date,close,volume,open,high,low
2010-05-06,10.554,95875465,10.878,11.068,8.539
2010-05-07,10.108,125568697,10.445,10.567,9.652
2010-05-10,10.885,73661785,10.725,10.914,10.651
2010-05-11,10.994,63620401,10.793,11.138,10.736
2010-05-12,11.232,49015589,11.11,11.277,11.087
2010-05-13,11.073,44911222,11.281,11.357,10.989
2010-05-14,10.878,56810561,10.936,10.992,10.693
2010-05-17,10.895,57124112,10.916,10.979,10.616
2010-05-18,10.815,58457066,11.013,11.081,10.725
2010-05-19,10.643,76826864,10.693,10.839,10.494
2010-05-20,10.19,95849236,10.366,10.451,10.123
2010-05-21,10.385,91723281,9.978,10.479,9.915
2010-05-24,10.575,56423446,10.598,10.753,10.554
2010-05-25,10.509,78402851,10.258,10.575,10.164
2010-05-26,10.462,63637621,10.718,10.806,10.446
2010-05-27,10.858,49581120,10.74,10.881,10.676
2010-05-28,11.009,61093743,11.117,11.117,10.858
2010-06-01,11.178,65536672,11.13,11.397,11.098
2010-06-02,11.312,51478218,11.337,11.349,11.157
2010-06-03,11.277,48702542,11.365,11.381,11.16
2010-06-04,10.97,56713730,11.066,11.224,10.913
2010-06-07,10.755,66376000,11.07,11.106,10.738
2010-06-08,10.686,74971324,10.853,10.877,10.528
2010-06-09,10.423,63912028,10.777,10.796,10.392
2010-06-10,10.736,58052375,10.493,10.756,10.38
2010-06-11,10.865,40846335,10.638,10.88,10.602
2010-06-14,10.898,45140794,10.97,11.106,10.886
2010-06-15,11.13,43758616,10.956,11.136,10.95
2010-06-16,11.454,58667150,11.19,11.475,11.17
2010-06-17,11.652,65361868,11.597,11.696,11.55
2010-06-18,11.746,58778408,11.668,11.786,11.632
2010-06-21,11.579,57965288,11.901,11.958,11.517
2010-06-22,11.736,53633008,11.664,11.827,11.636
2010-06-23,11.613,57551525,11.768,11.771,11.481
2010-06-24,11.529,53492790,11.614,11.708,11.49
2010-06-25,11.43,41003583,11.574,11.583,11.392
2010-06-28,11.499,43855930,11.44,11.561,11.337
2010-06-29,10.979,84834859,11.319,11.331,10.899
2010-06-30,10.78,55361413,11.002,11.056,10.715
2010-07-01,10.649,76658255,10.899,10.92,10.424
2010-07-02,10.583,52033983,10.735,10.754,10.423
2010-07-06,10.656,46067797,10.757,10.834,10.55
2010-07-07,11.086,48950993,10.735,11.09,10.704
2010-07-08,11.061,55275880,11.249,11.267,10.924
2010-07-09,11.127,32478021,11.01,11.139,10.935
2010-07-12,11.026,42142497,11.08,11.222,10.923
2010-07-13,10.791,89039165,10.985,10.989,10.561
2010-07-14,10.831,60885255,10.688,10.963,10.671
2010-07-15,10.776,61518132,10.638,11.013,10.599
2010-07-16,10.71,77862185,10.851,10.927,10.646
2010-07-19,10.525,76752734,10.709,10.709,10.269
2010-07-20,10.795,79077413,10.41,10.839,10.286
2010-07-21,10.896,88791974,11.361,11.364,10.886
2010-07-22,11.101,48341888,11.043,11.143,10.942
2010-07-23,11.14,39970992,11.018,11.159,10.983
2010-07-26,11.112,31256619,11.143,11.147,11.045
2010-07-27,11.318,43556680,11.18,11.349,11.156
2010-07-28,11.184,38921327,11.3,11.4,11.154
2010-07-29,11.062,48250202,11.173,11.256,10.976
2010-07-30,11.025,33608935,10.967,11.13,10.924
2010-08-02,11.222,31974924,11.162,11.254,11.127
2010-08-03,11.226,31224762,11.186,11.283,11.118
2010-08-04,11.271,31515612,11.265,11.326,11.156
2010-08-05,11.216,21677130,11.217,11.279,11.166
2010-08-06,11.147,33345342,11.133,11.207,11.041
2010-08-09,11.218,22665789,11.206,11.235,11.124
2010-08-10,11.118,33862426,11.136,11.162,11.038
2010-08-11,10.722,46336387,10.946,10.958,10.706
2010-08-12,10.791,40065786,10.572,10.847,10.548
2010-08-13,10.676,26568011,10.785,10.795,10.675
2010-08-16,10.613,23826229,10.611,10.715,10.569
2010-08-17,10.799,31663998,10.718,10.913,10.68
2010-08-18,10.846,25364479,10.815,10.914,10.782
2010-08-19,10.709,31960098,10.836,10.863,10.658
2010-08-20,10.699,28704467,10.688,10.882,10.671
2010-08-23,10.534,30986727,10.791,10.8,10.511
2010-08-24,10.283,45055198,10.4,10.414,10.228
2010-08-25,10.41,44681671,10.202,10.457,10.166
2010-08-26,10.298,34885315,10.519,10.532,10.298
2010-08-27,10.355,41027565,10.361,10.398,10.095
2010-08-30,10.393,28666079,10.318,10.532,10.315
2010-08-31,10.419,31489908,10.365,10.481,10.301
2010-09-01,10.728,52188228,10.606,10.777,10.555
2010-09-02,10.807,31089774,10.768,10.807,10.653
2010-09-03,11.09,39010682,10.932,11.091,10.907
2010-09-07,11.049,25669651,10.999,11.123,10.982
2010-09-08,11.268,39418712,11.133,11.331,11.104
2010-09-09,11.274,32804130,11.359,11.422,11.268
2010-09-10,11.289,29054810,11.28,11.336,11.203
2010-09-13,11.445,29064995,11.392,11.498,11.39
2010-09-14,11.488,30388059,11.409,11.536,11.379
2010-09-15,11.581,32041536,11.493,11.588,11.479
2010-09-16,11.853,48739145,11.582,11.857,11.55
2010-09-17,11.802,47187875,11.901,11.913,11.729
2010-09-20,12.138,49347242,11.832,12.162,11.822
2010-09-21,12.162,49963299,12.165,12.315,12.12
2010-09-22,12.332,43850638,12.116,12.342,12.103
2010-09-23,12.382,58856969,12.271,12.547,12.257
2010-09-24,12.528,48528578,12.519,12.58,12.452
2010-09-27,12.478,36110770,12.599,12.631,12.472
2010-09-28,12.294,77561696,12.504,12.504,11.786
2010-09-29,12.316,35173351,12.31,12.42,12.257
2010-09-30,12.161,50396613,12.386,12.429,12.054
2010-10-01,12.108,33600010,12.263,12.282,12.058
2010-10-04,11.942,32591106,12.069,12.124,11.904
2010-10-05,12.383,37470500,12.086,12.405,12.078
2010-10-06,12.394,50161896,12.411,12.514,12.225
2010-10-07,12.395,30557844,12.443,12.449,12.296
2010-10-08,12.603,49255031,12.502,12.621,12.429
2010-10-11,12.658,32002917,12.632,12.739,12.626
2010-10-12,12.795,41733858,12.66,12.836,12.535
2010-10-13,12.863,46579694,12.866,12.941,12.849
2010-10-14,12.956,32494422,12.93,12.963,12.874
2010-10-15,13.489,68756834,13.176,13.5,13.068
2010-10-18,13.629,80281029,13.649,13.671,13.47
2010-10-19,13.264,92101785,13.003,13.447,12.858
2010-10-20,13.308,53824402,13.243,13.468,13.152
2010-10-21,13.265,41034516,13.387,13.489,13.149
2010-10-22,13.177,27746594,13.246,13.287,13.127
2010-10-25,13.236,28864424,13.247,13.354,13.219
2010-10-26,13.202,29152523,13.152,13.275,13.099
2010-10-27,13.193,29388962,13.185,13.281,13.097
2010-10-28,13.082,41133573,13.198,13.2,12.896
2010-10-29,12.899,31937775,13.038,13.109,12.894
2010-11-01,13.036,31638924,12.952,13.097,12.951
2010-11-02,13.258,32306850,13.157,13.294,13.157
2010-11-03,13.406,37949048,13.344,13.409,13.223
2010-11-04,13.64,47884025,13.519,13.722,13.501
2010-11-05,13.591,27031397,13.628,13.696,13.575
2010-11-08,13.655,20995533,13.594,13.704,13.575
2010-11-09,13.546,28654298,13.759,13.77,13.479
2010-11-10,13.63,28545728,13.57,13.662,13.438
2010-11-11,13.571,27053951,13.5,13.646,13.468
2010-11-12,13.201,59611269,13.543,13.564,13.013
2010-11-15,13.159,30142548,13.22,13.309,13.126
2010-11-16,12.925,49212464,13.102,13.183,12.828
2010-11-17,12.879,35895919,12.909,13.028,12.761
2010-11-18,13.218,36937100,13.08,13.272,13.058
2010-11-19,13.146,28834184,13.199,13.217,13.082
2010-11-22,13.43,29360885,13.143,13.43,13.109
2010-11-23,13.231,38811665,13.305,13.361,13.138
2010-11-24,13.491,31020327,13.371,13.517,13.361
2010-11-26,13.5,17830876,13.446,13.616,13.412
2010-11-29,13.58,33146913,13.521,13.606,13.345
2010-11-30,13.335,37547129,13.437,13.473,13.323
2010-12-01,13.56,34448725,13.512,13.618,13.5
2010-12-02,13.635,34709944,13.608,13.671,13.495
2010-12-03,13.605,25651171,13.586,13.656,13.557
2010-12-06,13.721,33349542,13.656,13.814,13.647
2010-12-07,13.638,29231231,13.877,13.885,13.634
2010-12-08,13.758,24049585,13.698,13.758,13.59
2010-12-09,13.704,22013634,13.806,13.821,13.672
2010-12-10,13.738,19672978,13.699,13.759,13.654
2010-12-13,13.786,32901927,13.902,13.931,13.757
2010-12-14,13.727,26315695,13.788,13.823,13.671
2010-12-15,13.73,31134231,13.714,13.843,13.68
2010-12-16,13.768,24073336,13.761,13.826,13.719
2010-12-17,13.74,28976354,13.784,13.791,13.724
2010-12-20,13.809,28801823,13.783,13.854,13.638
2010-12-21,13.894,19178637,13.843,13.902,13.802
2010-12-22,13.935,19934909,13.901,13.959,13.866
2010-12-23,13.869,16719440,13.929,13.935,13.85
2010-12-27,13.915,18682216,13.837,13.947,13.779
2010-12-28,13.949,13169511,13.968,14.0,13.931
2010-12-29,13.941,12232696,13.981,13.991,13.933
2010-12-30,13.871,11806230,13.949,13.95,13.845
2010-12-31,13.824,14503471,13.841,13.863,13.77
2011-01-03,14.124,33289419,13.956,14.154,13.922
2011-01-04,14.198,23163636,14.247,14.25,14.064
2011-01-05,14.314,18993077,14.124,14.329,14.121
2011-01-06,14.303,22487373,14.345,14.368,14.267
2011-01-07,14.405,23211495,14.314,14.415,14.224
2011-01-10,14.677,33581824,14.521,14.71,14.45
2011-01-11,14.642,33185490,14.781,14.784,14.549
2011-01-12,14.761,22647540,14.711,14.761,14.657
2011-01-13,14.815,22207065,14.793,14.856,14.736
2011-01-14,14.935,23059707,14.824,14.935,14.762
2011-01-18,14.599,138732698,14.122,14.776,13.971
2011-01-19,14.522,84935953,14.929,14.94,14.438
2011-01-20,14.258,57269432,14.418,14.499,14.148
2011-01-21,14.002,56459419,14.304,14.352,13.998
2011-01-24,14.462,42975441,14.009,14.462,14.002
2011-01-25,14.631,40799568,14.414,14.633,14.339
2011-01-26,14.736,37962824,14.698,14.811,14.636
2011-01-27,14.709,21338799,14.733,14.773,14.693
2011-01-28,14.404,44323936,14.75,14.76,14.294
2011-01-31,14.542,28260779,14.391,14.573,14.327
2011-02-01,14.787,31902453,14.627,14.814,14.613
2011-02-02,14.757,19395977,14.762,14.796,14.724
2011-02-03,14.719,29487263,14.734,14.753,14.509
2011-02-04,14.85,24103849,14.727,14.859,14.722
2011-02-07,15.081,36311971,14.91,15.139,14.899
2011-02-08,15.223,28426574,15.158,15.237,15.092
2011-02-09,15.35,36134374,15.222,15.386,15.209
2011-02-10,15.195,69535851,15.317,15.429,14.914
2011-02-11,15.294,27532688,15.204,15.334,15.152
2011-02-14,15.393,23250072,15.291,15.406,15.288
2011-02-15,15.424,21219561,15.394,15.427,15.324
2011-02-16,15.563,35630164,15.463,15.639,15.45
2011-02-17,15.356,39696060,15.311,15.44,15.279
2011-02-18,15.024,60998067,15.373,15.407,14.979
2011-02-22,14.512,65277847,14.664,14.803,14.474
2011-02-23,14.684,50274288,14.519,14.77,14.512
2011-02-24,14.695,37441499,14.744,14.792,14.502
2011-02-25,14.921,28320356,14.797,14.933,14.777
2011-02-28,15.138,30149163,15.053,15.216,15.048
2011-03-01,14.97,34058377,15.234,15.245,14.901
2011-03-02,15.091,45123784,14.998,15.186,14.931
2011-03-03,15.41,37393136,15.308,15.42,15.254
2011-03-04,15.429,33946636,15.432,15.441,15.332
2011-03-07,15.23,40890708,15.489,15.5,15.056
2011-03-08,15.247,26687123,15.21,15.317,15.096
2011-03-09,15.106,33974986,15.201,15.204,15.026
2011-03-10,14.857,38017382,14.962,14.99,14.781
2011-03-11,15.085,35262664,14.8,15.099,14.786
2011-03-14,15.153,32687832,15.136,15.278,15.056
2011-03-15,14.804,53924383,14.661,14.907,14.576
2011-03-16,14.143,86293813,14.657,14.7,13.983
2011-03-17,14.342,49357007,14.436,14.555,14.171
2011-03-18,14.172,56445265,14.448,14.494,14.143
2011-03-21,14.541,30953463,14.4,14.56,14.368
2011-03-22,14.623,24430609,14.681,14.684,14.535
2011-03-23,14.537,27923498,14.541,14.581,14.398
2011-03-24,14.784,30190722,14.651,14.829,14.523
2011-03-25,15.066,33599233,14.917,15.088,14.872
2011-03-28,15.019,23116050,15.135,15.185,15.019
2011-03-29,15.041,26403475,14.9,15.041,14.831
2011-03-30,14.941,24644116,15.027,15.038,14.89
2011-03-31,14.936,20535948,14.844,14.991,14.831
2011-04-01,14.767,31348809,15.048,15.068,14.713
2011-04-04,14.622,34425394,14.756,14.769,14.503
2011-04-05,14.524,36195568,14.442,14.668,14.4
2011-04-06,14.487,30138243,14.624,14.739,14.449
2011-04-07,14.489,27980513,14.49,14.59,14.401
2011-04-08,14.36,28258574,14.568,14.578,14.312
2011-04-11,14.177,29903925,14.317,14.386,14.144
2011-04-12,14.246,31858836,14.164,14.303,14.151
2011-04-13,14.406,25945024,14.358,14.406,14.251
2011-04-14,14.247,22607115,14.349,14.4,14.231
2011-04-15,14.034,33997666,14.284,14.299,14.006
2011-04-18,14.222,45880729,13.976,14.238,13.721
2011-04-19,14.48,31372371,14.276,14.485,14.216
2011-04-20,14.675,49758297,14.722,14.818,14.636
2011-04-21,15.03,56472082,15.214,15.22,14.937
2011-04-25,15.129,19925606,15.015,15.161,15.013
2011-04-26,15.018,25310299,15.155,15.214,14.972
2011-04-27,15.006,26633657,15.096,15.101,14.876
2011-04-28,14.861,26986688,14.837,14.989,14.808
2011-04-29,15.006,62530248,14.862,15.169,14.857
2011-05-02,14.841,33118920,14.989,15.02,14.807
2011-05-03,14.923,23460597,14.914,14.995,14.812
2011-05-04,14.982,29286629,14.925,15.078,14.866
2011-05-05,14.861,25155046,14.931,15.041,14.831
2011-05-06,14.857,20997335,14.987,15.0,14.838
2011-05-09,14.897,15343095,14.908,14.966,14.851
2011-05-10,14.976,21368283,14.952,14.987,14.857
2011-05-11,14.881,25052881,14.958,15.0,14.796
2011-05-12,14.853,23974636,14.834,14.877,14.669
2011-05-13,14.593,24433108,14.814,14.839,14.586
2011-05-16,14.284,33700495,14.537,14.624,14.254
2011-05-17,14.406,33909067,14.229,14.406,14.174
2011-05-18,14.566,25053406,14.42,14.616,14.4
2011-05-19,14.594,19544481,14.661,14.675,14.514
2011-05-20,14.367,25342954,14.553,14.612,14.358
2011-05-23,14.331,28662320,14.142,14.399,14.118
2011-05-24,14.237,24133480,14.379,14.396,14.2
2011-05-25,14.433,22031232,14.29,14.51,14.265
2011-05-26,14.357,16687121,14.399,14.438,14.333
2011-05-27,14.46,15264738,14.349,14.47,14.328
2011-05-31,14.907,31225329,14.619,14.907,14.614
2011-06-01,14.808,41489880,14.952,15.091,14.771
2011-06-02,14.833,25400893,14.85,14.913,14.756
2011-06-03,14.719,23385543,14.708,14.8,14.658
2011-06-06,14.487,34557022,14.816,14.874,14.478
2011-06-07,14.23,39703704,14.493,14.495,14.224
2011-06-08,14.239,24993304,14.219,14.349,14.171
2011-06-09,14.207,20621185,14.282,14.3,14.175
2011-06-10,13.967,32535120,14.166,14.214,13.95
2011-06-13,13.997,24703252,14.023,14.07,13.932
2011-06-14,14.247,25049710,14.143,14.282,14.113
2011-06-15,14.004,29688150,14.132,14.156,13.923
2011-06-16,13.935,38047475,14.01,14.086,13.643
2011-06-17,13.725,46114522,14.1,14.111,13.687
2011-06-20,13.514,47969726,13.601,13.616,13.307
2011-06-21,13.941,36933887,13.572,13.963,13.509
2011-06-22,13.826,29240576,13.935,14.096,13.816
2011-06-23,14.196,41871723,13.669,14.215,13.634
2011-06-24,13.986,32966271,14.202,14.278,13.932
2011-06-27,14.23,25443712,14.04,14.31,14.025
2011-06-28,14.368,22010400,14.299,14.43,14.29
2011-06-29,14.316,26437054,14.402,14.416,14.223
2011-06-30,14.386,24206035,14.344,14.406,14.265
2011-07-01,14.711,32977947,14.398,14.721,14.323
2011-07-05,14.976,26602640,14.7,14.993,14.679
2011-07-06,15.075,33298344,14.955,15.176,14.859
2011-07-07,15.309,29878956,15.2,15.343,15.171
2011-07-08,15.416,36699863,15.143,15.429,15.094
2011-07-11,15.171,33109953,15.272,15.419,15.121
2011-07-12,15.161,33815029,15.151,15.329,14.941
2011-07-13,15.344,29267225,15.357,15.429,15.273
2011-07-14,15.333,32139081,15.472,15.498,15.272
2011-07-15,15.639,36221293,15.479,15.643,15.393
2011-07-18,16.02,42806244,15.661,16.056,15.655
2011-07-19,16.151,59651148,16.2,16.228,15.999
2011-07-20,16.581,70439775,16.977,16.983,16.543
2011-07-21,16.598,39440720,16.584,16.717,16.453
2011-07-22,16.856,38582744,16.642,16.931,16.618
2011-07-25,17.079,44138821,16.729,17.143,16.698
2011-07-26,17.289,35690602,17.143,17.336,17.129
2011-07-27,16.825,49309505,17.168,17.256,16.806
2011-07-28,16.792,44472532,16.784,17.014,16.634
2011-07-29,16.735,47356904,16.613,16.935,16.457
2011-08-01,17.004,45758908,17.048,17.121,16.816
2011-08-02,16.668,47871005,17.042,17.053,16.644
2011-08-03,16.824,55396756,16.756,16.866,16.382
2011-08-04,16.173,65201302,16.689,16.771,16.172
2011-08-05,16.012,90261744,16.305,16.436,15.539
2011-08-08,15.138,85497577,15.501,15.762,15.129
2011-08-09,16.029,81010947,15.484,16.055,15.214
2011-08-10,15.587,65800117,15.906,16.056,15.536
2011-08-11,16.016,55585000,15.879,16.091,15.631
2011-08-12,16.157,39637092,16.203,16.27,16.038
2011-08-15,16.432,34479301,16.27,16.499,16.204
2011-08-16,16.306,37385177,16.351,16.43,16.117
2011-08-17,16.305,33029817,16.385,16.479,16.2
2011-08-18,15.688,63756502,15.893,15.971,15.487
2011-08-19,15.258,58100843,15.522,15.729,15.257
2011-08-22,15.276,40089915,15.622,15.638,15.218
2011-08-23,16.011,49186445,15.441,16.013,15.3
2011-08-24,16.122,43896943,16.006,16.241,15.883
2011-08-25,16.017,65287591,15.646,16.091,15.643
2011-08-26,16.439,48047405,15.907,16.449,15.891
2011-08-29,16.713,30340347,16.636,16.779,16.629
2011-08-30,16.714,31292676,16.639,16.793,16.552
2011-08-31,16.493,39151928,16.739,16.803,16.365
2011-09-01,16.33,25731265,16.535,16.6,16.317
2011-09-02,16.031,32907450,16.06,16.2,15.936
2011-09-06,16.275,38139728,15.744,16.3,15.706
2011-09-07,16.454,26212123,16.524,16.526,16.371
2011-09-08,16.463,31151388,16.389,16.655,16.385
2011-09-09,16.178,42349851,16.454,16.543,16.072
2011-09-12,16.283,35029690,15.986,16.323,15.939
2011-09-13,16.484,33015789,16.377,16.552,16.296
2011-09-14,16.684,40062111,16.587,16.809,16.533
2011-09-15,16.841,31083285,16.776,16.871,16.71
2011-09-16,17.164,52157757,16.952,17.164,16.93
2011-09-19,17.641,61595412,17.014,17.71,16.937
2011-09-20,17.719,58048091,17.796,18.123,17.622
2011-09-21,17.663,45298966,17.985,18.068,17.657
2011-09-22,17.221,72536520,17.187,17.564,17.001
2011-09-23,17.327,40946358,17.155,17.432,17.136
2011-09-26,17.279,60909657,17.137,17.313,16.77
2011-09-27,17.111,47314946,17.517,17.539,17.06
2011-09-28,17.015,32193072,17.151,17.303,16.993
2011-09-29,16.739,48794144,17.225,17.238,16.552
2011-09-30,16.342,41062467,16.591,16.667,16.336
2011-10-03,16.054,50091798,16.302,16.399,15.993
2011-10-04,15.964,92424240,16.053,16.363,15.182
2011-10-05,16.211,58848107,15.765,16.278,15.441
2011-10-06,16.173,60862701,16.0,16.491,15.934
2011-10-07,15.849,40154742,16.105,16.189,15.792
2011-10-10,16.663,33042312,16.247,16.663,16.209
2011-10-11,17.155,45356401,16.824,17.279,16.779
2011-10-12,17.237,46601261,17.457,17.539,17.149
2011-10-13,17.504,31732311,17.356,17.504,17.265
2011-10-14,18.086,42876741,17.864,18.086,17.797
2011-10-17,18.0,51351882,18.075,18.287,17.826
2011-10-18,18.096,63969337,18.075,18.206,17.828
2011-10-19,17.084,82702392,17.201,17.504,17.049
2011-10-20,16.942,41167257,17.143,17.158,16.895
2011-10-21,16.837,46483051,17.061,17.106,16.746
2011-10-24,17.39,37629281,16.979,17.421,16.946
2011-10-25,17.047,32229885,17.358,17.424,17.031
2011-10-26,17.169,34165435,17.218,17.252,16.849
2011-10-27,17.344,37048904,17.467,17.529,17.224
2011-10-28,17.355,24162040,17.271,17.415,17.25
2011-10-31,17.348,28900733,17.247,17.543,17.188
2011-11-01,16.993,39830922,17.032,17.121,16.852
2011-11-02,17.032,24515911,17.147,17.162,16.933
2011-11-03,17.274,33083787,17.103,17.289,16.944
2011-11-04,17.153,22597497,17.23,17.29,17.107
2011-11-07,17.131,20223417,17.139,17.143,16.977
2011-11-08,17.41,29969487,17.238,17.486,17.21
2011-11-09,16.941,41815737,17.013,17.181,16.896
2011-11-10,16.509,55833367,17.016,17.023,16.378
2011-11-11,16.484,48995849,16.569,16.659,16.297
2011-11-14,16.254,32454648,16.437,16.511,16.209
2011-11-15,16.664,32284485,16.32,16.693,16.262
2011-11-16,16.49,26130790,16.682,16.763,16.471
2011-11-17,16.175,35975530,16.456,16.482,16.093
2011-11-18,16.069,27889373,16.239,16.285,16.066
2011-11-21,15.815,33551353,15.874,15.929,15.682
2011-11-22,16.136,30660534,15.901,16.197,15.897
2011-11-23,15.728,32103381,16.05,16.107,15.723
2011-11-25,15.582,19106946,15.789,15.906,15.571
2011-11-28,16.119,25961698,15.958,16.145,15.871
2011-11-29,15.994,28161449,16.107,16.236,15.866
2011-11-30,16.38,30375900,16.341,16.383,16.213
2011-12-01,16.626,28757303,16.395,16.671,16.318
2011-12-02,16.701,28417271,16.707,16.87,16.653
2011-12-05,16.843,26777108,16.864,16.989,16.731
2011-12-06,16.755,21252510,16.822,16.913,16.688
2011-12-07,16.675,22843218,16.711,16.755,16.576
2011-12-08,16.743,28188140,16.776,16.95,16.724
2011-12-09,16.869,22252971,16.836,16.887,16.758
2011-12-12,16.793,22426599,16.786,16.881,16.691
2011-12-13,16.663,25386046,16.843,16.946,16.59
2011-12-14,16.294,30437052,16.573,16.602,16.186
2011-12-15,16.24,19211030,16.428,16.446,16.213
2011-12-16,16.329,31587411,16.301,16.464,16.267
2011-12-19,16.38,17574661,16.392,16.494,16.306
2011-12-20,16.969,25245199,16.618,16.976,16.597
2011-12-21,16.99,19642986,17.001,17.027,16.8
2011-12-22,17.081,15119842,17.014,17.106,16.976
2011-12-23,17.286,20199431,17.13,17.297,17.121
2011-12-27,17.423,19870254,17.276,17.532,17.272
2011-12-28,17.256,17130582,17.438,17.496,17.2
2011-12-29,17.362,16132282,17.289,17.385,17.165
2011-12-30,17.357,13470178,17.293,17.412,17.292
2012-01-03,17.624,22642836,17.546,17.679,17.529
2012-01-04,17.719,19410900,17.571,17.772,17.541
2012-01-05,17.916,20281942,17.784,17.938,17.686
2012-01-06,18.103,23861698,17.99,18.118,17.967
2012-01-09,18.074,29501733,18.236,18.332,18.058
2012-01-10,18.139,19342332,18.253,18.257,18.064
2012-01-11,18.109,16121727,18.115,18.122,17.97
2012-01-12,18.06,15937553,18.098,18.124,17.946
2012-01-13,17.992,16933917,17.987,18.019,17.943
2012-01-17,18.201,18176937,18.18,18.257,18.127
2012-01-18,18.39,20657962,18.298,18.406,18.27
2012-01-19,18.332,19545312,18.435,18.487,18.279
2012-01-20,18.013,30918498,18.321,18.321,17.989
2012-01-23,18.318,22848657,18.114,18.362,18.099
2012-01-24,18.018,38317556,18.219,18.219,17.981
2012-01-25,19.143,71774913,19.476,19.476,19.017
2012-01-26,19.056,24273928,19.215,19.234,18.992
2012-01-27,19.169,22470636,19.043,19.221,19.019
2012-01-30,19.415,28388060,19.102,19.453,19.088
2012-01-31,19.563,29362313,19.525,19.639,19.417
2012-02-01,19.551,20180825,19.646,19.671,19.524
2012-02-02,19.505,13984517,19.539,19.593,19.456
2012-02-03,19.701,21485694,19.599,19.714,19.524
2012-02-06,19.884,18667697,19.645,19.928,19.637
2012-02-07,20.093,23682505,19.939,20.132,19.911
2012-02-08,20.429,30508914,20.164,20.434,20.13
2012-02-09,21.136,66125092,20.604,21.289,20.595
2012-02-10,21.147,47276138,21.041,21.327,20.938
2012-02-13,21.54,38691167,21.408,21.593,21.304
2012-02-14,21.834,34489171,21.628,21.838,21.514
2012-02-15,21.329,112355367,22.04,22.555,21.295
2012-02-16,21.523,70741692,21.064,21.638,20.856
2012-02-17,21.519,40099890,21.562,21.762,21.441
2012-02-21,22.065,45123763,21.723,22.065,21.605
2012-02-22,21.987,36169234,21.989,22.092,21.817
2012-02-23,22.131,42516591,22.075,22.193,21.836
2012-02-24,22.389,31114659,22.272,22.41,22.227
2012-02-27,22.533,40937244,22.342,22.65,22.126
2012-02-28,22.946,44830372,22.627,22.946,22.536
2012-02-29,23.247,71234667,23.21,23.469,22.959
2012-03-01,23.334,51169119,23.493,23.495,23.09
2012-03-02,23.365,32263317,23.325,23.434,23.251
2012-03-05,22.85,60539154,23.375,23.463,22.543
2012-03-06,22.725,60663390,22.443,22.872,22.124
2012-03-07,22.744,59689473,23.006,23.048,22.427
2012-03-08,23.228,38600678,22.915,23.271,22.805
2012-03-09,23.364,31368045,23.323,23.475,23.276
2012-03-12,23.657,30300300,23.528,23.657,23.443
2012-03-13,24.347,51652077,23.895,24.351,23.818
2012-03-14,25.268,106079746,24.774,25.488,24.66
2012-03-15,25.095,86849033,25.698,25.715,24.795
2012-03-16,25.096,61822947,25.059,25.251,24.771
2012-03-19,25.761,67330745,25.644,25.79,25.245
2012-03-20,25.97,61049244,25.693,26.01,24.943
2012-03-21,25.821,48134135,25.832,26.128,25.775
2012-03-22,25.686,46760231,25.619,25.907,25.523
2012-03-23,25.545,32220918,25.735,25.791,25.474
2012-03-26,26.013,44615710,25.705,26.021,25.511
2012-03-27,26.335,45406087,25.979,26.412,25.974
2012-03-28,26.469,49100198,26.502,26.634,26.156
2012-03-29,26.137,45333511,26.262,26.424,26.024
2012-03-30,25.695,54620218,26.09,26.167,25.626
2012-04-02,26.513,44727409,25.793,26.519,25.731
2012-04-03,26.971,62435307,26.884,27.095,26.679
2012-04-04,26.756,42894129,26.758,26.823,26.443
2012-04-05,27.158,47999273,26.871,27.2,26.717
2012-04-09,27.267,44715796,26.834,27.422,26.799
2012-04-10,26.933,66572771,27.426,27.6,26.829
2012-04-11,26.837,52153242,27.266,27.294,26.715
2012-04-12,26.69,45956623,26.786,27.057,26.593
2012-04-13,25.938,64392025,26.748,26.773,25.865
2012-04-16,24.863,78706847,26.145,26.155,24.782
2012-04-17,26.13,76598594,24.812,26.143,24.51
2012-04-18,26.072,71483223,26.302,26.582,25.83
2012-04-19,25.176,62490894,25.724,25.917,25.051
2012-04-20,24.556,77244260,25.345,25.484,24.447
2012-04-23,24.501,72419487,24.455,24.714,23.855
2012-04-24,24.012,79065674,24.112,24.33,23.786
2012-04-25,26.143,67758746,26.384,26.486,25.971
2012-04-26,26.044,40076643,26.326,26.344,25.806
2012-04-27,25.843,30460173,25.932,25.979,25.736
2012-04-30,25.028,37896506,25.62,25.646,24.986
2012-05-01,24.948,45747652,25.067,25.575,24.91
2012-05-02,25.113,32025093,24.867,25.174,24.808
2012-05-03,24.935,29214200,25.307,25.346,24.87
2012-05-04,24.225,39691356,24.732,24.787,24.222
2012-05-07,24.406,34487869,24.064,24.547,24.053
2012-05-08,24.351,37224107,24.411,24.493,23.946
2012-05-09,24.393,36006841,24.159,24.599,24.036
2012-05-10,24.451,24907918,24.625,24.681,24.362
2012-05-11,24.288,29896071,24.214,24.62,24.186
2012-05-14,23.924,26392618,24.11,24.322,23.897
2012-05-15,23.707,35657863,24.062,24.138,23.646
2012-05-16,23.403,41974434,23.745,23.867,23.187
2012-05-17,22.719,53580949,23.37,23.464,22.719
2012-05-18,22.731,54832003,22.884,23.289,22.379
2012-05-21,24.055,47175002,22.907,24.066,22.888
2012-05-22,23.87,52025331,24.409,24.595,23.682
2012-05-23,24.453,43678249,23.893,24.549,23.71
